course_index,name,link
81,胡鞍钢：解读十八届三中全会,https://www.dangjian.tsinghua.edu.cn/info/1034/7950.htm
82,张国祚：解读十八大报告理论热点,http://theory.people.com.cn/n/2012/1128/c40531-19722545.html
83,《共产党宣言》导读,
84,适老居住空间与环境设计,https://www.xuetangx.com/course/THU08281000383/7753290
85,居住地产（微慕课）,
86,高等化工热力学（上）,https://www.xuetangx.com/course/THU08011000300/7769977
87,有机化学,https://www.xuetangx.com/course/THU07031000429/7769950
88,化工单元过程与操作,https://www.xuetangx.com/course/SXPI57021000466/7754610
89,宝玉石概论,
90,中医养生方法学,https://www.xuetangx.com/course/SEU10051000059/7753809
91,摄影构图（微慕课）,
92,信息素养-学术研究的必修课,https://www.xuetangx.com/course/THU12051000419/7753925
93,教＆学微辞典,https://www.xuetangx.com/course/THU04011000329/7769657
94,人体的运动与损伤人体的运动功能(微慕课),
95,实现祖国完全统一的理论（微慕课）,
96,学会学：学习之道,https://www.xuetangx.com/course/NCTU04011000894/7754252
97,计算机操作系统,https://www.xuetangx.com/course/NJU08091000228/7754623
98,基于Linux的C++,https://www.xuetangx.com/course/THU08061000323/7754037
99,导弹总体设计导论,https://www.xuetangx.com/course/NUDT08201000080/7754897
100,金融衍生品,
101,投资学,https://www.xuetangx.com/course/thu02011003130/7754553
102,巅峰对话：分布式计算,
103,大学国文（上）,https://www.xuetangx.com/course/THU05021003401/6166150
104,绿色建筑与可持续发展,https://www.xuetangx.com/course/THU08101000343/7753287
105,经典与思考——人文清华大师面对面,https://www.xuetangx.com/course/THU04011000334/7753085
106,清代建筑概说（微慕课）,
107,财务管理,https://www.xuetangx.com/course/SCU12021001007/5882769
108,高职实用综合英语,https://www.xuetangx.com/course/SXPI05021000465/7754606
109,LabVIEW 基础课程,https://www.xuetangx.com/course/NIX08071000219/7769945
110,测试与检测技术基础,https://www.xuetangx.com/course/THU08031000268/7755518
111,控制工程基础,https://www.xuetangx.com/course/THU08031000336/7754396
112,数字集成电路分析与设计,https://www.xuetangx.com/course/THU08071000387/7754033
113,西方哲学精神探源,https://www.xuetangx.com/course/THU01011000407/7754540
114,自动控制元件,https://www.xuetangx.com/course/HEU08021000089/7754098
115,科学计算与MATLAB语言,https://www.xuetangx.com/course/CSU08091000643/7753213
116,教育社会学,https://www.xuetangx.com/course/THU03031000330/7754227
117,现代生物学导论,https://www.xuetangx.com/course/THU07101000410/7753954
118,对外汉语,https://www.xuetangx.com/course/THU05011000316/7753878
119,电工技术,https://www.xuetangx.com/course/THU08061000293/7755398
120,数字信号分析理论与实践,https://www.xuetangx.com/course/HUST08071000146/7753338
121,微积分B(1),
122,工程制图,https://www.xuetangx.com/course/THU08121000308/7754368
123,通信原理,https://www.xuetangx.com/course/BUPT08071000042
124,卡通说解数字电子技术,
125,数字电子技术,https://www.xuetangx.com/course/CSU08071000639/7753827
126,歌唱启蒙与表演教你成为歌唱达人,
127,电子商务,https://www.xuetangx.com/course/cqu02041000606/10116034
128,数据结构,https://www.xuetangx.com/course/THU08091000384/7755489
129,微积分B(2),
130,Linux系统管理,https://www.xuetangx.com/course/NBCC61021000235/7753288
131,VC++面向对象与可视化程序设计（上）：Windows编程基础,https://www.xuetangx.com/course/THU08091002185/7754181
132,Office办公软件应用,https://www.xuetangx.com/course/HEBUT08091000111/7754398
133,宏观经济形势分析供给侧改革,
134,马克思专题讲座,
135,越王勾践剑与吴越地区的冶铸技术（微慕课）,
136,VC++面向对象与可视化程序设计（下）：MFC编程基础,https://www.xuetangx.com/course/THU08091000256/7754187
137,JAVA程序设计,https://www.xuetangx.com/course/THU08091000251/7753170
138,清华院系概览,https://www.xuetangx.com/course/THU99991000361/7753960
139,公共危机管理,https://www.xuetangx.com/course/THU12041000310/7754381
140,《资治通鉴》导读,https://www.xuetangx.com/course/THU03011000245/7754649
141,研究生学术与职业素养讲座,https://www.xuetangx.com/course/THU00001000420
142,2015年清华大学研究生学位论文答辩（二）,https://www.xuetangx.com/course/THU00001002197/1388861
143,高山滑雪,https://www.xuetangx.com/course/HIT04021000094/7754352
144,微软--计算机视觉论文分享课,https://www.xuetangx.com/course/MICROSOFTX08091000913/7754264
145,2016年清华大学研究生学位论文答辩（一）,https://www.xuetangx.com/course/THU00001002196/1388865
146,基于R语言的社会统计分析,https://www.xuetangx.com/course/THU07011000324/7753385
147,法学高级入门,https://www.xuetangx.com/course/THU03011000298/7769691
148,面向对象程序设计（C++）,https://www.xuetangx.com/course/THU08091000348/7753803
149,光学,https://www.xuetangx.com/course/THU07021000313/7754176
150,弟子规,
151,青少年创客与全球名校申请,https://www.xuetangx.com/course/CIE12021000580/7753300
152,英美音乐与文化,https://www.xuetangx.com/course/SCUT05021000145/5883387
153,生活中的市场营销学,https://www.xuetangx.com/course/KMUST02011000183/7754522
154,金融工程,https://www.xuetangx.com/course/FDU02031000063/7753988
155,国际贸易学,https://www.xuetangx.com/course/SDU02041000457/7754598
156,经济地理与企业兴衰,https://www.xuetangx.com/course/ZUEL12021000598/7753038
157,互联网金融,https://www.xuetangx.com/course/FDU02031000061/7754001
158,图说人际关系心理,
159,国际名酒知识与品鉴,https://www.xuetangx.com/course/JNU13011000621/7753383
160,科学写作,
161,数字图片后期(微慕课),
162,水处理工程-生化技术,https://www.xuetangx.com/course/THU08251000389/7753201
163,环境生态学,https://www.xuetangx.com/course/HUBU08251000126/7754427
164,AP备考环境科学第一部分,
165,电工电子学（下）,https://www.xuetangx.com/course/CQU08071000605/7754819
166,信号与系统分析,https://www.xuetangx.com/course/THU56031000418/7754565
167,微机原理与接口技术,https://www.xuetangx.com/course/XJTU08091000531/7753919
168,计算机网络,https://www.xuetangx.com/course/SCUT08091000715/5881566
169,大数据平台核心技术,https://www.xuetangx.com/course/THU08091000279/1073583
170,中国古代礼义文明（上）,https://www.xuetangx.com/course/THU06011000441/7753177
171,应用信息论基础,https://www.xuetangx.com/course/THU08071000428/7735130
172,生活英语读写,https://www.xuetangx.com/course/THU05021000374/7754454
173,工程应用数学基础,https://www.xuetangx.com/course/NUDT07011000078/7754319
174,人工智能,https://www.xuetangx.com/course/JXUST08091000177/7754122
175,大学计算机教程,https://www.xuetangx.com/course/CAU08091000590/7754329
176,数学实验,https://www.xuetangx.com/course/CQU07011000610/7754892
177,智能车制作：嵌入式系统,https://www.xuetangx.com/course/THU08091000435/1075955
178,计算机程序设计基础,https://www.xuetangx.com/course/thu08091001408/7753906
179,吴参谋消防大讲堂,
180,十面霾伏空气污染与肺疾患(微慕课),
181,日语——自游自在日本行,https://www.xuetangx.com/course/JNU05021000158/7729351
182,古典文学的城市书写,https://www.xuetangx.com/course/SUDA10011001166/7754548
183,明朝心学的智慧发展史：王阳明带你打土匪,
184,国学入门,https://www.xuetangx.com/course/UOH05011000119/7753224
185,高等数学,https://www.xuetangx.com/course/SXPI11111000464/10223520
186,大气污染控制工程,https://www.xuetangx.com/course/THU08251000277/7754958
187,美国政治概论,
188,职业探索与选择,https://www.xuetangx.com/course/THU07111000433/7754585
189,国际金融,https://www.xuetangx.com/course/TJUFE02031001467/7753642
190,Financial Risk Management,
191,运营概论（微慕课）,
192,项目管理导论(微慕课),
193,大学应该怎么学？（微慕课）,
194,什么是经济学(微慕课),
195,花之道（微慕课）,https://www.xuetangx.com/live/live20190905/live20190905/1082262/764051
196,期货市场的运作机制(微慕课),
197,李清照词鉴赏(微慕课),
198,插花造型（微慕课）,https://www.xuetangx.com/live/live20190905/live20190905/1082262/764051
199,隋唐建筑概说（微慕课）,
200,工程伦理,https://www.xuetangx.com/course/THU01011000304/7753072
201,图案色调(微慕课),
202,美是旺盛的生命力（微慕课）,
203,水处理工程-物化技术,https://www.xuetangx.com/course/THU08251000390/7753208
204,2017第四届全国虚拟仪器大赛赛前培训,https://www.xuetangx.com/course/NIX08021000218
205,古希腊爱情观探源（微慕课）,
206,光电仪器设计,https://www.xuetangx.com/course/THU08031000312/7753882
207,水力学,https://www.xuetangx.com/course/THU08111000391/7754177
208,模拟电子技术基础,https://www.xuetangx.com/course/HEBNU08071000114/7769901
209,电路分析基础,https://www.xuetangx.com/course/NCEPU08071001426/7754501
210,合肥学院_电路原理,
211,沈阳工业大学_电路原理,
212,攀枝花学院_电路原理,
213,新疆农业大学_电路分析基础,
214,思想道德修养和法律基础,
215,生活、艺术与时尚：中国服饰七千年,https://www.xuetangx.com/course/THU13011000438/7753067
216,地下水文学（水文学原理及应用（2））,https://www.xuetangx.com/course/THU07051000290/7754088
217,集成传感器,https://www.xuetangx.com/course/THU08071000325/7753842
218,图案审美与创作,https://www.xuetangx.com/course/THU13051000394/7753021
219,现代生活美学,https://www.xuetangx.com/course/THU13011000408/7754542
220,源远流长的中国教育传统（微慕课）,
221,大学历史与文化,https://www.xuetangx.com/course/THU04011000284/7754648
222,混合式学习,
223,商务礼仪,https://www.xuetangx.com/course/ZJFF13031000559/7769693
224,危机决策与领导力（微慕课）,
225,组织行为学——如何有效管理员工行为,https://www.xuetangx.com/course/ZUEL12021000600/7769824
226,金融分析方法,https://www.xuetangx.com/course/THU02031000264/7769704
227,音乐与健康,https://www.xuetangx.com/course/NBU13021000242/7753022
228,教学的奥妙,
229,大学物理1 (力学、热学),https://www.xuetangx.com/course/THU07021000288/7755522
230,中国近现代史纲要,https://www.xuetangx.com/course/THU03051000444/7753193
231,我国周边14个陆地邻国基本情况介绍,https://www.xuetangx.com/course/MIL00001000593/7754328
232,软件设计模式,https://www.xuetangx.com/course/USTC08091000587/7753323
233,软件工程与软件自动化,https://www.xuetangx.com/course/BIT08091000031/7754912
234,创业启程,https://www.xuetangx.com/course/THU08091000813/7769636
235,力学,https://www.xuetangx.com/course/jlu08011005108/7891867
236,审美的历程,https://www.xuetangx.com/course/THU13011000371/7753066
237,线性代数-N维向量（微慕课）,
238,创办新企业,https://www.xuetangx.com/course/THU67011000860/7769633
239,走进医学,https://www.xuetangx.com/course/THU10021000448/7754592
240,数据库系统（上）：模型与语言(自主模式),
241,数据库系统（下）：管理与技术(自主模式),
242,《论语》人生课堂,https://www.xuetangx.com/course/HLJU03051000118/7755259
243,工程材料,https://www.xuetangx.com/course/THU08041000303/7755568
244,英美概况地理语言篇,
245,英语语音,https://www.xuetangx.com/course/HUBU05021000130/7754348
246,钢琴弹奏基础,https://www.xuetangx.com/course/NEU00001000650/7770062
247,西班牙语初级,https://www.xuetangx.com/course/SCUT05021000654/7754401
248,英语语法和写作风格,
249,英语畅谈中国,https://www.xuetangx.com/course/HUBU05021000129/7753174
250,初级汉语口语,https://www.xuetangx.com/course/BNU05011000709/7753881
251,生活英语进阶,https://www.xuetangx.com/course/THU05021000375/7752982
252,主题英语,https://www.xuetangx.com/course/CSU05021000634/7754108
253,会计学原理,https://www.xuetangx.com/course/THU12021000321/7753956
254,传播学原理,https://www.xuetangx.com/course/THU05031000271/7770051
255,成人礼（微慕课）,
256,机械设计,https://www.xuetangx.com/course/HIT08021000098/1075784
257,《论语》的智慧,https://www.xuetangx.com/course/XJTU00001000527/7754618
258,量子力学（下）,https://www.xuetangx.com/course/THU07021000340/7753293
259,核辐射物理及探测学,https://www.xuetangx.com/course/THU08221000317/7755626
260,刑事审判心理学,
261,数字时代的医学,
262,危机谈判（微慕课）,
263,结构力学,https://www.xuetangx.com/course/CQU07021000608/7734185
264,汽车造型设计二维表达,https://www.xuetangx.com/course/THU13051000358/7754058
265,中国建筑史（下）,https://www.xuetangx.com/course/THU08281001605/7754678
266,互联网大规模数据分析技术,https://www.xuetangx.com/course/WHUT08091000522/7753234
267,网络安全概述,https://www.xuetangx.com/course/XUETANGX08091000243/7769886
268,计算机网络导论,
269,如何写好科研论文,https://www.xuetangx.com/course/THU04011000365/7754650
270,信号与线性系统,https://www.xuetangx.com/course/HUBU08071000127/7754430
271,数据结构-向量（微慕课）,
272,热带海岸线生态系统,
273,项目管理,https://www.xuetangx.com/course/kmust12011002920/7755091
274,中医说什么（微慕课）,
275,PLC应用技术,https://www.xuetangx.com/course/SXPI56031000460/7753589
276,婚恋·职场·人格,https://www.xuetangx.com/course/WHUT07111000523/7753080
277,知识产权法,https://www.xuetangx.com/course/TJU03011000514/7753161
278,CATTI翻译资格水平考试笔译备考基础课,https://www.xuetangx.com/course/shnu05021000067/7754310
279,大唐兴衰,https://www.xuetangx.com/course/THU02011000282/7754520
280,抗美援朝战争简介（微慕课）,
281,足球战术（微慕课）,
282,C程序设计基础,https://www.xuetangx.com/course/THU08091000247/7771136
283,心性之学与大学之道（微慕课）,
284,长恨歌（微慕课）,
285,止于至善（微慕课）,
286,花材与插花配色（微慕课）,
287,项目管理概论,https://www.xuetangx.com/course/NANKAI12021000233/7754627
288,歌唱达人练习法（微慕课）,
289,名人的音乐处方单（微慕课）,
290,网络、群体与市场,https://www.xuetangx.com/course/WHUT08091000524
291,住宅精细化设计,https://www.xuetangx.com/course/THU08281000445/7754590
292,微软亚洲研究院大数据系列讲座,https://www.xuetangx.com/course/MICROSOFTX08091000010/7755629
293,AWS云基础及产品课程（进阶课程）,
294,中国多民族建筑（微慕课）,
295,摄影曝光（微慕课）,
296,管理会计学,https://www.xuetangx.com/course/SWUFE12021000539/7753024
297,出口业务操作,https://www.xuetangx.com/course/ZFC00001000561/7753604
298,日语初级,https://www.xuetangx.com/course/SCUT05021000144/7754465
299,园林植物景观学原理与方法,https://www.xuetangx.com/course/TJU08281000512/7753921
300,运营管理,https://www.xuetangx.com/course/TJU12011000513/7754007
301,Learn Mandarin Chinese: Start Talking with 1.3 Billion People,
302,大学化学Ⅰ,https://www.xuetangx.com/course/THU07031000283/7754043
303,初识计算机网络（微慕课）,
304,汽车发动机原理,https://www.xuetangx.com/course/THU08181000354/7754109
305,电路与电工实验,https://www.xuetangx.com/course/HUBU08061000123/7754413
306,环境工程CAD,https://www.xuetangx.com/course/ZJU08251000557/7754885
307,跨境电商实务,https://www.xuetangx.com/course/ZFC63051000563/7754269
308,中国茶道,https://www.xuetangx.com/course/HAU09011000137/7754448
309,暖通空调,https://www.xuetangx.com/course/THU08051000351/7754414
310,20世纪西方音乐,https://www.xuetangx.com/course/PKU13021000017/7753164
311,元明城市与建筑（微慕课）,
312,汽车碰撞安全基础,https://www.xuetangx.com/course/THU08181000357/7754416
313,汽车理论,https://www.xuetangx.com/course/THU08181000356/7754175
314,AWS University AWSome Day（认证课程）,
315,慕课问道,https://www.xuetangx.com/course/PKU04011000019/7753188
316,走近冬奥会,https://www.xuetangx.com/course/BSU04021000546/7753967
317,中医与诊断-学做自己的医生,https://www.xuetangx.com/course/JNU10051000164/7754500
318,冰壶,
319,时尚化妆造型,https://www.xuetangx.com/course/ZJFF00001000560/7753520
320,自我塑造：成功五要素,https://www.xuetangx.com/course/HIT04011000110/7753133
321,中国哲学经典著作导读,https://www.xuetangx.com/course/XJTU01011000535/7753203
322,跟我学如何挑选服装,https://www.xuetangx.com/course/ZJFF00001000558/7753350
323,风景园林规划设计,
324,不朽的艺术：走进大师与经典,https://www.xuetangx.com/course/THU13011000261/7753020
325,会计信息系统,https://www.xuetangx.com/course/HIT12021000097/7754799
326,电气控制系统装接与调试,https://www.xuetangx.com/course/SXPI56031000462/7754603
327,太阳能,
328,大学物理电磁学,
329,C君带你玩编程,https://www.xuetangx.com/course/KMUST08091000180/7753768
330,有机结构波谱分析,https://www.xuetangx.com/course/YSU07031000554/7754243
331,分析化学,https://www.xuetangx.com/course/GLUT07031000916/7753794
332,生产计划与控制,https://www.xuetangx.com/course/THU12071000372
333,金融工程概述（微慕课）,
334,系统化产品设计与开发,https://www.xuetangx.com/course/THU12071000714/7753285
335,光学工程基础,https://www.xuetangx.com/course/THU08031000314/7754063
336,艺术心理学,https://www.xuetangx.com/course/JSU07111000176/7754117
337,社会创新与创业,https://www.xuetangx.com/course/THU12021000370/7769821
338,新闻摄影,https://www.xuetangx.com/course/THU05031000417/7754562
339,应对气候变化的中国视角,https://www.xuetangx.com/course/THU08251000427/7769912
340,大学美育,https://www.xuetangx.com/course/SCUT13011000828/5881463
341,英美概况,https://www.xuetangx.com/course/HUBU05021000128/7769948
342,信息隐藏技术,https://www.xuetangx.com/course/nankai080910028071/7753381
343,地质学与工程地质,https://www.xuetangx.com/course/THU08141000291/7754867
344,项目成本管理,https://www.xuetangx.com/course/buaa1202zw/7754137
345,我军自卫作战战例研究（微慕课）,
346,嵌入式系统设计,https://www.xuetangx.com/course/EST08091000052/7753931
347,C程序设计进阶,https://www.xuetangx.com/course/THU08091000248/7771140
348,饮食养生（微慕课）,
349,网页创意与艺术设计,https://www.xuetangx.com/course/SZIIT65021000957/7753973
350,华文教育技术与实践,https://www.xuetangx.com/course/JNU04011000154/7753144
351,通用学术英语（先修课）,
352,聘礼（微慕课）,
353,IC设计与方法,https://www.xuetangx.com/course/THU08071000250/7753871
354,2017年清华大学研究生学位论文答辩（二）,https://www.xuetangx.com/course/THU00001002200/1388893
355,计算思维导论,https://www.xuetangx.com/course/BUCEA08091001383/7753614
356,辛弃疾词鉴赏(微慕课),
357,大学物理2 (电磁学、光学和量子物理),https://www.xuetangx.com/course/THU07021000289/7755523
358,文化心理学（微慕课）,
359,无机与分析化学,https://www.xuetangx.com/course/XJTU07031000532/1219471
360,最正宗的儒家婚礼是怎样的（微慕课）,
361,足球运动的规则,
362,危机管理要义（微慕课）,
363,危机沟通与新媒体（微慕课）,
364,明清古典园林（微慕课）,
365,传统社会的婚姻家庭,https://www.xuetangx.com/course/HUBU06011000120/7753498
366,运动与健康,https://www.xuetangx.com/course/HUBU10011000132/7755147
367,形势与政策,https://www.xuetangx.com/course/XJTU03051000619/7754641
368,运动与解剖学,https://www.xuetangx.com/course/HUBU10011000133/7754139
369,足球裁判法,https://www.xuetangx.com/course/NEU04021000911/7754263
370,现代汉语言语交际,https://www.xuetangx.com/course/NCU05011000226
371,马克思主义基本原理,https://www.xuetangx.com/course/THU03051000344/7754301
372,环境地学原理,https://www.xuetangx.com/course/BNU07051000035/7754081
373,黄金几分钟急诊（心肺复苏）、灾难医学(微慕课),
374,走进性科学,https://www.xuetangx.com/course/FJNU00001000060/7753210
375,科举与唐诗,https://www.xuetangx.com/course/ZZU05011000868/7769881
376,排球,https://www.xuetangx.com/course/BSU04021000696/7754482
377,半导体元件物理,
378,唐宋词鉴赏,https://www.xuetangx.com/course/THU05011000393/7754506
379,微观经济学原理（先修课）,https://www.xuetangx.com/course/RUC02011000591/7769921
380,流体机械基础,https://www.xuetangx.com/course/THU08021000341/7753914
381,燃烧理论,https://www.xuetangx.com/course/THU08051000362/7753910
382,ARM微控制器与嵌入式系统,https://www.xuetangx.com/course/THU08091000246/7754632
383,人文视野中的生态学,https://www.xuetangx.com/course/JLU08251000149/7753095
384,大学计算机——计算思维的视角,https://www.xuetangx.com/course/SDU08091000453/1104922
385,医学寄生虫学,https://www.xuetangx.com/course/THU10011000422/7754324
386,设计的人因与文化,https://www.xuetangx.com/course/THU12011000369/7769981
387,科学传播公开课,
388,生物医学成像学导论,https://www.xuetangx.com/course/1232485fu051101intl/4047415
389,北京的文学写作与记忆（微慕课）,
390,中国古代的经络学说（微慕课）,
391,药膳养生（微慕课）,
392,南唐后主李煜词鉴赏(微慕课),
393,孝亲之礼（微慕课）,
394,上有天堂下有苏杭（微慕课）,
395,家训（微慕课）,
396,车臣战争简介（微慕课）,
397,越南抗美抗法战争简介（微慕课）,
398,运动也能养生（微慕课）,
399,中东战争（微慕课）,
400,伊拉克战争简介（微慕课）,
401,海湾战争简介（微慕课）,
402,阿富汗战争简介（微慕课）,
403,冰壶入门（微慕课）,
404,基础乐理（微慕课）,
405,希腊哲学概览（微慕课）,
406,认识照相机(微慕课),
407,陆游词鉴赏(微慕课),
408,公共管理学,https://www.xuetangx.com/course/NUDT12041000081/7753386
409,航天器轨道力学,https://www.xuetangx.com/course/NUDT08201000082/7753304
410,水分析化学,https://www.xuetangx.com/course/HIT08011000104/7754388
411,足球技术（微慕课）,
412,自然灾害,
413,大学物理-相对论和量子物理,https://www.xuetangx.com/course/SDU07021000456/7769883
414,现代管理学,https://www.xuetangx.com/course/NJUST12021000231/7754913
415,音乐健康说（微慕课）,
416,中西音乐养生与治疗（微慕课）,
417,楚汉之争（微慕课）,
418,吕不韦奇货可居（微慕课）,
419,贞观之治（微慕课）,
420,宫商角徵羽（微慕课）,
421,罄竹难书隋炀帝,
422,汉武大帝：霸王道杂之（微慕课）,
423,王莽篡汉（微慕课）,
424,药物化学,https://www.xuetangx.com/course/gmc10071001163/7754407
425,软件测试,https://www.xuetangx.com/course/NWPU08091000536/7753152
426,货币及对外贸易政策,
427,介质辐射传热,https://www.xuetangx.com/course/THU07021000332/7754394
428,微观化学世界,
429,大学物理力学与热学,
430,中原文化（武术篇）,https://www.xuetangx.com/course/ZZU04021000566/7754277
431,精确制导器术道,https://www.xuetangx.com/course/NUDT08201000083/7755607
432,携手向花间——昆曲经典剧目欣赏,https://www.xuetangx.com/course/THU13031000415/7753958
433,原来姹紫嫣红开遍——昆曲艺术欣赏,https://www.xuetangx.com/course/THU13031000432/7753153
434,毛泽东思想和中国特色社会主义理论体系概论,https://www.xuetangx.com/course/THU03051000346/7754304
435,西方思想经典与现代社会,https://www.xuetangx.com/course/THU01011000406/7753118
436,华文教学的理念与方法,https://www.xuetangx.com/course/JNU04011000153/7753384
437,医的奥秘,https://www.xuetangx.com/course/THU10011000421/7754572
438,现代物流与供应链管理,https://www.xuetangx.com/course/XJTU12061000533/7755581
439,理论?制度?道路中国特色社会主义理论与实践研究,
440,大学计算机基础,https://www.xuetangx.com/course/SCUT08071000813/7755089
441,文物精品与文化中国,https://www.xuetangx.com/course/THU01011000405/7754652
442,项目采购与合同管理,https://www.xuetangx.com/course/XJTU12011000534/9949884
443,大学葡萄牙语,https://www.xuetangx.com/course/HUBU05021000122
444,数据库系统（中）：建模与设计(自主模式),
445,工程经济学,https://www.xuetangx.com/course/SCU12071000477/7769943
446,微电子工艺,https://www.xuetangx.com/course/HIT08071000106-01/4001406
447,国际结算操作,https://www.xuetangx.com/course/ZFC63051000562/7754262
448,外贸单证操作,https://www.xuetangx.com/course/ZFC63051000564/7753393
449,高等反应工程,https://www.xuetangx.com/course/ECUST08131000138/7754450
450,广播电视广告（理论）,https://www.xuetangx.com/course/HUBU13051000125/7753341
451,循环经济与可持续发展型企业,https://www.xuetangx.com/course/BNU02011000039/7753852
