course_index,type_id,name,link
216,6,地下水文学（水文学原理及应用（2））,
217,3,集成传感器,
218,20,图案审美与创作,
219,20,现代生活美学,
220,11,源远流长的中国教育传统（微慕课）,
221,11,大学历史与文化,
222,13,混合式学习,
223,10,商务礼仪,
224,4,危机决策与领导力（微慕课）,
225,10,组织行为学——如何有效管理员工行为,
226,10,金融分析方法,
227,13,音乐与健康,
228,9,教学的奥妙,
229,18,大学物理1 (力学、热学),
230,13,中国近现代史纲要,
231,13,我国周边14个陆地邻国基本情况介绍,
232,7,软件设计模式,
233,7,软件工程与软件自动化,
234,1,创业启程,
235,18,力学,
236,21,审美的历程,
237,15,线性代数-N维向量（微慕课）,
238,1,创办新企业,
239,19,走进医学,
240,7,数据库系统（上）：模型与语言(自主模式),
241,7,数据库系统（下）：管理与技术(自主模式),
242,17,《论语》人生课堂,
243,3,工程材料,
244,16,英美概况地理语言篇,
245,16,英语语音,
246,20,钢琴弹奏基础,
247,16,西班牙语初级,
248,16,英语语法和写作风格,
249,16,英语畅谈中国,
250,17,初级汉语口语,
251,16,生活英语进阶,
252,16,主题英语,
253,10,会计学原理,
254,13,传播学原理,
255,17,成人礼（微慕课）,
256,3,机械设计,
257,17,《论语》的智慧,
258,18,量子力学（下）,
259,3,核辐射物理及探测学,
260,13,刑事审判心理学,
261,19,数字时代的医学,
262,4,危机谈判（微慕课）,
263,3,结构力学,
264,3,汽车造型设计二维表达,
265,20,中国建筑史（下）,
266,3,互联网大规模数据分析技术,
267,7,网络安全概述,
268,7,计算机网络导论,
269,13,如何写好科研论文,
270,2,信号与线性系统,
271,7,数据结构-向量（微慕课）,
272,6,热带海岸线生态系统,
273,13,项目管理,
274,19,中医说什么（微慕课）,
275,3,PLC应用技术,
276,21,婚恋·职场·人格,
277,10,知识产权法,
278,16,CATTI翻译资格水平考试笔译备考基础课,
279,17,大唐兴衰,
280,23,抗美援朝战争简介（微慕课）,
281,9,足球战术（微慕课）,
282,7,C程序设计基础,
283,21,心性之学与大学之道（微慕课）,
284,11,长恨歌（微慕课）,
285,21,止于至善（微慕课）,
286,20,花材与插花配色（微慕课）,
287,10,项目管理概论,
288,20,歌唱达人练习法（微慕课）,
289,20,名人的音乐处方单（微慕课）,
290,7,网络、群体与市场,
291,13,住宅精细化设计,
292,7,微软亚洲研究院大数据系列讲座,
293,7,AWS云基础及产品课程（进阶课程）,
294,11,中国多民族建筑（微慕课）,
295,9,摄影曝光（微慕课）,
296,10,管理会计学,
297,10,出口业务操作,
298,16,日语初级,
299,8,园林植物景观学原理与方法,
300,3,运营管理,
301,17,Learn Mandarin Chinese: Start Talking with 1.3 Billion People,
302,5,大学化学Ⅰ,
303,7,初识计算机网络（微慕课）,
304,3,汽车发动机原理,
305,2,电路与电工实验,
306,3,环境工程CAD,
307,1,跨境电商实务,
308,13,中国茶道,
309,3,暖通空调,
310,20,20世纪西方音乐,
311,11,元明城市与建筑（微慕课）,
312,3,汽车碰撞安全基础,
313,3,汽车理论,
314,7,AWS University AWSome Day（认证课程）,
315,9,慕课问道,
316,23,走近冬奥会,
317,19,中医与诊断-学做自己的医生,
318,23,冰壶,
319,20,时尚化妆造型,
320,22,自我塑造：成功五要素,
321,17,中国哲学经典著作导读,
322,20,跟我学如何挑选服装,
323,23,风景园林规划设计,
324,20,不朽的艺术：走进大师与经典,
325,10,会计信息系统,
326,3,电气控制系统装接与调试,
327,3,太阳能,
328,18,大学物理电磁学,
329,7,C君带你玩编程,
330,5,有机结构波谱分析,
331,5,分析化学,
332,3,生产计划与控制,
333,10,金融工程概述（微慕课）,
334,20,系统化产品设计与开发,
335,3,光学工程基础,
336,20,艺术心理学,
337,1,社会创新与创业,
338,9,新闻摄影,
339,6,应对气候变化的中国视角,
340,20,大学美育,
341,17,英美概况,
342,7,信息隐藏技术,
343,3,地质学与工程地质,
344,13,项目成本管理,
345,23,我军自卫作战战例研究（微慕课）,
346,3,嵌入式系统设计,
347,7,C程序设计进阶,
348,19,饮食养生（微慕课）,
349,7,网页创意与艺术设计,
350,13,华文教育技术与实践,
351,16,通用学术英语（先修课）,
352,17,聘礼（微慕课）,
353,2,IC设计与方法,
354,9,2017年清华大学研究生学位论文答辩（二）,
355,7,计算思维导论,
356,9,辛弃疾词鉴赏(微慕课),
357,18,大学物理2 (电磁学、光学和量子物理),
358,13,文化心理学（微慕课）,
359,5,无机与分析化学,
360,11,最正宗的儒家婚礼是怎样的（微慕课）,
361,9,足球运动的规则,
362,4,危机管理要义（微慕课）,
363,4,危机沟通与新媒体（微慕课）,
364,11,明清古典园林（微慕课）,
365,13,传统社会的婚姻家庭,
366,19,运动与健康,
367,13,形势与政策,
368,23,运动与解剖学,
369,20,足球裁判法,
370,13,现代汉语言语交际,
371,21,马克思主义基本原理,
372,6,环境地学原理,
373,19,黄金几分钟急诊（心肺复苏）、灾难医学(微慕课),
374,19,走进性科学,
375,17,科举与唐诗,
376,23,排球,
377,2,半导体元件物理,
378,17,唐宋词鉴赏,
379,15,微观经济学原理（先修课）,
380,3,流体机械基础,
381,3,燃烧理论,
382,7,ARM微控制器与嵌入式系统,
383,6,人文视野中的生态学,
384,7,大学计算机——计算思维的视角,
385,19,医学寄生虫学,
386,3,设计的人因与文化,
387,13,科学传播公开课,
388,14,生物医学成像学导论,
389,9,北京的文学写作与记忆（微慕课）,
390,11,中国古代的经络学说（微慕课）,
391,19,药膳养生（微慕课）,
392,9,南唐后主李煜词鉴赏(微慕课),
393,17,孝亲之礼（微慕课）,
394,9,上有天堂下有苏杭（微慕课）,
395,17,家训（微慕课）,
396,23,车臣战争简介（微慕课）,
397,23,越南抗美抗法战争简介（微慕课）,
398,19,运动也能养生（微慕课）,
399,23,中东战争（微慕课）,
400,23,伊拉克战争简介（微慕课）,
401,23,海湾战争简介（微慕课）,
402,23,阿富汗战争简介（微慕课）,
403,19,冰壶入门（微慕课）,
404,20,基础乐理（微慕课）,
405,21,希腊哲学概览（微慕课）,
406,9,认识照相机(微慕课),
407,9,陆游词鉴赏(微慕课),
408,3,公共管理学,
409,3,航天器轨道力学,
410,3,水分析化学,
411,9,足球技术（微慕课）,
412,6,自然灾害,
413,18,大学物理-相对论和量子物理,
414,10,现代管理学,
415,20,音乐健康说（微慕课）,
416,20,中西音乐养生与治疗（微慕课）,
417,11,楚汉之争（微慕课）,
418,11,吕不韦奇货可居（微慕课）,
419,11,贞观之治（微慕课）,
420,20,宫商角徵羽（微慕课）,
421,11,罄竹难书隋炀帝,
422,11,汉武大帝：霸王道杂之（微慕课）,
423,11,王莽篡汉（微慕课）,
424,19,药物化学,
425,7,软件测试,
426,10,货币及对外贸易政策,
427,3,介质辐射传热,
428,5,微观化学世界,
429,18,大学物理力学与热学,
430,17,中原文化（武术篇）,
431,3,精确制导器术道,
432,20,携手向花间——昆曲经典剧目欣赏,
433,20,原来姹紫嫣红开遍——昆曲艺术欣赏,
434,21,毛泽东思想和中国特色社会主义理论体系概论,
435,21,西方思想经典与现代社会,
436,13,华文教学的理念与方法,
437,19,医的奥秘,
438,3,现代物流与供应链管理,
439,21,理论?制度?道路中国特色社会主义理论与实践研究,
440,7,大学计算机基础,
441,17,文物精品与文化中国,
442,13,项目采购与合同管理,
443,16,大学葡萄牙语,
444,7,数据库系统（中）：建模与设计(自主模式),
445,3,工程经济学,
446,2,微电子工艺,
447,10,国际结算操作,
448,10,外贸单证操作,
449,3,高等反应工程,
450,20,广播电视广告（理论）,
451,3,循环经济与可持续发展型企业,
452,23,运动训练学,
453,19,口腔探密,
454,13,食物营养与食品安全,
455,1,职业与创业胜任力,
456,20,船舶在波浪中运动的势流理论,
457,3,人机工程学,
458,13,《道德经》的智慧启示,
459,13,探秘身边的材料材料与社会,
460,14,细胞神经科学,
461,13,大学生心理健康,
462,19,无处不在传染病,
463,19,人体解剖学,
464,13,经典导读与欣赏,
465,23,纺织技术管理,
466,14,计算神经科学,
467,13,生死学,
468,3,高等流体力学,
469,10,外贸跟单实务,
470,3,电子政务,
471,21,医学伦理学,
472,3,互换性与测量技术基础,
473,19,医学免疫学,
474,18,物理与人类未来,
475,1,不负卿春——大学生职业生涯规划,
476,3,创新土地再开发：土地整备（自主模式）,
477,20,设计思维,
478,19,寄生虫与公共卫生,
479,13,道路交通环境保护,
480,20,艺术的启示,
481,23,足球运动与科学,
482,13,中国石油文化,
483,3,技术创新简史,
484,19,关爱健康·从齿开启,
485,3,建筑概预算与工程量清单,
486,9,华文趣味教学法,
487,7,信息素养与终身学习,
488,13,职场需要的18种能力,
489,3,建筑施工技术,
490,2,单片机原理及应用,
491,15,线性代数-矩阵（微慕课）,
492,7,编译技术,
493,20,钢琴艺术及名著欣赏,
494,20,现代生活美学——花香茶之道,
495,10,市场环境下的企业经营,
496,13,军事理论,
497,20,船舶文化,
498,20,室内花草栽培技术与装饰布景,
499,3,高等分离工程,
500,7,计算机绘图,
501,20,动画剧本创作,
502,13,高技术与现代局部战争,
503,13,法律人看婚姻家事,
504,13,自然辩证法,
505,13,文化差异与跨文化交际,
506,13,习近平新时代中国特色社会主义思想,
507,19,运动生理学,
508,13,美术鉴赏,
509,10,生活中的财务,
510,14,AP备考生物学第四部分,
511,6,AP备考环境科学第三部分,
512,3,工科数学分析（一）,
513,18,电动力学（下）,
514,18,电动力学（上）,
515,1,决胜移动互联网：创业者的商业模式课,
516,3,自动控制原理,
517,23,2017年清华大学研究生学位论文答辩（一）,
518,10,财务分析与决策,
519,13,入党发展党员工作动漫片,
520,15,线性代数（先修课）,
521,10,市场类型与企业竞争,
522,4,PPP理论与实践,
523,7,微软人工智能概览,
524,13,行政职业能力提升,
525,15,微积分,
526,16,学术英语,
527,4,管理咨询,
528,2,LabVIEW进阶课程,
529,3,时域测试技术综合实验,
530,3,工程热力学（下）,
531,3,工程热力学（上）,
532,8,建筑室内热环境模拟及应用,
533,7,AWS 云计算培训课程-云计算解决方案架构师之路（进阶课程）,
534,7,智能设备应用开发（基于Android平台）,
535,9,新生儿科学,
536,5,无人机系统概论,
537,9,安全学原理,
538,2,Electricity & Magnetism,
539,18,动力学,
540,19,运动心理学,
541,7,Web前端攻城狮,
542,11,开元诸相浮沉录（微慕课）,
543,11,光武中兴(微慕课),
544,10,财政政策与税制改革,
545,20,界面设计导论,
546,4,清华新兴技术探究[MBA],
547,4,管理经济学[MBA],
548,15,数据、模型与决策[MBA],
549,10,中国与世界经济[MBA],
550,18,大学物理振动、波动与光学,
551,16,英文写作指导——写作入门,
552,7,云计算与软件工程第I部分,
553,7,AWS人工智能系列课程（进阶课程）,
554,16,语言学概论,
555,19,身边的营养学,
556,18,大学物理（先修课）-力学,
557,7,微软人工智能 _ 服务和API,
558,9,如何撰写《思想汇报》,
559,13,王民忠：十八届六中全会精神学习辅导,
560,13,如何做一名合格的党支部书记,
561,13,共产党长期执政的合法性,
562,10,初级财务会计,
563,7,JAVA程序设计进阶,
564,11,中国古代礼义文明（下）,
565,10,国民经济运行与统计,
566,13,Human Factors and Culture in Design,
567,12,汽车构造（2）,
568,4,技术创新管理,
569,21,儒家修身之道,
570,7,微软人工智能 _ 数据分析平台,
571,13,沟通心理学,
572,14,AP备考生物学第一部分,
573,16,大学英文写作（上）,
574,13,中国传统文化,
575,7,AWS 云计算--Amazon ML 机器学习实战,
576,3,量化金融信用与风控分析,
577,11,一代女皇武则天(微慕课),
578,10,证券投资分析,
579,23,学做小程序,
580,10,金融工程导论,
581,11,中国广告简史,
582,18,大学物理-力学和热学,
583,4,Thermal Management and Cooling Technologies of Electronic Packages and Data Center,
584,13,看影视学社交礼仪,
585,20,探索台湾当代金工艺术（一）,
586,13,感觉与知觉,
587,14,大脑感知与行动：系统神经科学,
588,1,创业101：你的客户是谁？,
589,10,财务分析与估值,
590,7,AWS 云服务部署和迁移课程（进阶课程）,
591,7,云上的数据分析-实时流处理在AWS上的实现与实践,
592,1,创·课十讲：下一只独角兽的摇篮课,
593,20,现代生活美学——插花之道,
594,23,2015年清华大学研究生学位论文答辩（一）,
595,13,视觉语言,
596,9,英文科技论文写作与学术报告,
597,14,分子生物学原理与技术,
598,17,质性研究方法,
599,21,庄子哲学导读,
600,4,公共管理前沿,
601,20,图像处理与分析,
602,13,走进心理学,
603,13,营商的法律智慧：商法,
604,9,MOOC学习,
605,9,如何玩转学堂云平台,
606,1,创业成功第一步：写好商业计划书,
607,20,影视广告设计,
608,8,中国建筑史,
609,20,产品开发设计,
610,4,营销：人人都需要的一门课,
611,3,摄影测量原理与应用,
612,7,测试系统集成技术,
613,13,民法与生活,
614,20,《红楼梦》的空间艺术,
615,13,比较宪法,
616,15,高等数学实战宝典（上）,
617,20,中国传统艺术——篆刻、书法、水墨画体验与欣赏,
618,7,移动互联网开发,
619,14,AP备考生物学第二部分,
620,5,简明有机化学（先修课）,
621,10,投资银行学,
622,10,金融市场与金融机构,
623,17,古诗今读,
624,7,计算机科学导论,
625,13,产业组织理论,
626,13,关于中国特色社会主义的几个重要问题,
627,18,大学物理1,
628,16,英语语法与写作,
629,10,市场失灵与政府职能,
630,1,创业基础,
631,10,宏观经济学,
632,17,大学国文——先秦至唐文学赏析,
633,17,大学国文——北宋至现代文学赏析,
634,9,市属公积金【农行组合贷】流程及备件,
635,2,电工学,
636,2,电工基础与电子设计,
637,7,算法训练营（专题课）,
638,7,软件即服务 (SaaS) - 第 2 部分,
639,13,党的知识概论,
640,2,电路与电子学 (Circuits and Electronics),
641,1,为公司把把脉,
642,8,中国建筑史——史前至两宋辽金,
643,7,多元统计分析及R语言建模,
644,3,工程图学,
645,6,AP备考环境科学第二部分,
646,7,文献管理与信息分析,
647,10,经济学的思维方式与供求原理,
648,19,Nutrition and Health Part 1: Macronutrients and Overnutrition,
649,16,英文写作指导——润色提升,
650,7,嵌入式系统理论与技术,
651,15,工科数学分析（二）,
652,18,天线原理,
653,23,飞机推进系统原理,
654,19,免疫学基础——第Ⅰ部分,
655,14,机械振动,
656,10,财务分析基础,
657,23,公益众筹,
658,14,AP备考生物学第三部分,
659,9,教育学导引,
660,14,普通生物学（先修课）,
661,5,神奇的材料世界,
662,7,u.lab 0x: 基于觉察的系统创变：感知和共创未来,
663,9,助教如何走向卓越,
664,5,大学化学（先修课）,
665,3,《砌体结构》（全英课）,
666,3,构型设计制图,
667,13,岭南文化,
668,14,生物医药实验室安全知识,
669,7,u.lab 1x：向未来学习 引领系统创变,
670,19,局部解剖与手术学,
671,15,微积分多元函数与重积分,
672,18,大学物理（力学）,
673,7,计算机文化基础,
674,20,插花艺术,
675,8,EXAM_中国建筑史,
676,10,财务报表分析,
677,2,电路分析,
678,7,AWS 云安全--数据加密和密钥管理,
679,10,宏观经济体制与核算,
680,1,全球数字经济环境下的创新创业与技能发展,
681,21,理解马克思,
682,14,视觉传达设计思维与方法,
683,7,影视制作入门,
684,4,国际市场营销学,
685,6,AP备考环境科学第四部分,
686,17,智圆行方的世界： 中国传统文化概论,
687,13,走近马克思,
688,13,五分钟轻松搞定职场礼仪,
689,20,民族声乐进阶密码——石春轩子教学示范课堂,
690,20,聆听台湾的音乐,
691,13,“案”说生活法律,
692,13,揭开潜意识的奥秘,
693,19,针灸学,
694,7,无服务器架构系列讲解 - Lambda + API Gateway,
695,17,亚历山大大帝伟大吗？,
696,14,AP备考生物学第五部分,
697,15,高等数学习题课——一元函数微分学与不定积分,
698,23,廉颇蔺相如列传,
699,13,社会主义民主与法治,
700,13,自我认知与情绪管理,
701,4,灾害风险管理,
702,13,欧盟经济,
703,13,自然灾害概论,
704,13,服装数字科技,
705,23,邮票上的昆虫学,
706,21,昆虫.意象.哲学,
707,23,服装概论,
708,3,钻井与完井工程,
709,17,科举与中国文化,
710,3,工程职业伦理,
711,6,自然保护与生态安全：拯救地球家园,
712,6,固体废物处置与资源化,
713,9,新生数学基础预修,
714,9,新生大学生活导学,
715,10,初级管理会计,
716,10,中级管理会计,
717,10,中级财务会计,
718,16,大学英语拓展模块（跨文化交际）,
719,19,药物分析,
720,9,e时代的新助教,
721,2,扬州大学_电路分析基础,
722,13,思伦理看科学：一场思辩之旅,
723,19,食物与健康,
724,20,宗教和嘻哈文化,
725,1,创业领导力：美国宇航局的4D卓越团队明星课,
726,4,跨国经营与管理,
727,3,采油工程,
728,16,Introduction to Probability: The Science of Uncertainty,
729,11,史学名家的治史历程与方法,
730,9,2014年清华大学研究生学位论文答辩（一）,
731,4,管理学原理,
732,19,急救护理学,
733,1,华为成功之道：人力资源管理的最佳实践,
734,18,激光及其应用,
735,23,冰壶运动,
736,9,大学生安全与保护,
737,18,文科物理学——生活中的物理,
738,18,传热与流体流动的数值计算,
739,14,细胞生物学：细胞社会的奥秘,
740,13,培育和践行社会主义核心价值观,
741,8,中国建筑史——元明清与民居,
742,3,土力学,
743,17,中国工笔人物画赏析与创作,
744,21,AP Biology - Part 1: The Cell,
745,7,Advanced Java Programming,
746,16,宇宙中心的英语听说课,
747,10,社会统计学(中级),
748,9,科研伦理与学术规范,
749,19,循证医学,
750,19,临床思维与人际沟通,
751,16,大学英文写作（下）,
752,13,人类进化导论,
753,18,力学与现代生活-开启科学人生,
754,1,Entrepreneurship 101: Who is your customer?,
755,19,绳索救助技术基础,
756,19,中草药与生活的奇幻旅程,
757,16,广东外语外贸大学南国商学院,
758,1,创新创业心理学,
759,8,建筑工程定额预算,
760,7,计算机网络原理,
761,7,分布式操作系统,
762,7,计算机工程概论与职业发展,
763,7,高级语言程序设计,
764,7,科学计算与数学建模,
765,3,水文学原理及应用（2）,
766,7,计算机应用,
767,18,结构力学专题,
768,3,钢结构设计原理,
769,4,网络营销,
770,13,工效学,
771,7,音视频技术,
772,15,Combinatorial Mathematics,
773,9,能耗在线监测系统建设方案,
774,19,上海消防精品课,
775,4,灾害信息传播学,
776,9,信息素养学术研究的必修课（文献检索与利用（化工类））,
777,9,学术之道始于走正道,
778,16,国际形势与中国地位,
779,9,人文清华,
780,23,翻转课堂,
781,16,英文写作指导——科技写作,
782,14,生命科学基础1,
783,15,高等数学实战宝典（下）,
784,7,符号计算语言 Mathematica,
785,19,神经病学,
786,10,会计电算化,
787,9,中国科学院大学新生入学教程—研究生学习与培养,
788,1,创业者心理学：积极心态的力量,
789,20,插花艺术基础,
790,1,创业通关宝典,
791,17,古都揽胜导游实战讲解服务,
792,4,蝴蝶兰生产与应用,
793,19,外科护理学(含皮肤护理）,
794,8,洞悉支柱产业系列课程-中国房地产业,
795,20,烹饪精品课川菜篇,
796,13,气候变化与人类社会,
797,20,Religion and Hip Hop Culture,
798,7,Foundations of Computer Graphics,
799,1,Entrepreneurship 102: What can you do for your customer?,
800,16,日语N3语法,
801,16,基础日语2,
802,14,Preparing for the AP Biology Exam Part1,
803,21,AP Environmental Science - Part 2: Populations,
804,1,创业人力资源管理：如何招聘合适人才,
805,13,中国大国崛起的经济、历史、国际研究分析,
806,14,生命科学基础1分子生物学,
807,16,English Research Paper Writing,
808,4,客户关系管理,
809,19,内科护理学_专,
810,9,内训慕课,
811,10,财务分析,
812,4,营销学原理,
813,19,健康评估,
814,13,军兵种知识,
815,23,20170606测试-创建流程,
816,17,全球通史,
817,9,Tsinghua Chinese: Start Talking with 1.3billion People,
818,4,Will China Rise as a Disruptive Force? The InsidersPerspective,
819,7,R+后期视效——用AE全景插件skybox制作全景视频特效,
820,7,UE4抢滩登陆游戏制作,
821,7,工业级AR游戏模型制作流程,
822,23,The Science of Everyday Thinking,
823,2,微电子电路基础,
824,9,MOOC辅导员课程,
825,8,房屋建筑学,
826,3,水处理工程,
827,19,免疫学基础——第Ⅱ部分,
828,2,西北民族大学_电路原理,
829,19,心理病理学,
830,15,多主体建模,
831,2,电工电子学,
832,16,International Trade Practice English,
833,13,地球科学概论,
834,9,高等教育学,
835,3,系统工程,
836,4,市场营销学,
837,19,妇女健康和权益,
838,16,研究生英语Ⅰ,
839,4,管理经济学,
840,15,数据、模型与决策,
841,16,国际商务英语,
842,4,MBA管理沟通之商务写作(P1班),
843,9,中学教育见习与实习,
844,7,Data Structures and Algorithm Design Part,
845,6,Water and Wastewater Treatment Engineering:Physicochemical Technology,
846,7,Software as a Service Part 2,
847,9,如何玩转学堂云（第二版）,
848,10,电算化会计信息系统,
849,9,玩转学堂云（第二版）,
850,20,茶文化_reruntest1,
851,23,二级学科讲座——无铅压电材料的压电机理研究,
852,9,重庆科技学院_电路原理,
853,13,中国石油大学（华东）_电路分析,
854,2,温州大学_电路原理,
855,9,重庆大学SPOC教学平台教师使用指南,
856,9,大学生职业指导--就业指导,
857,23,第一章：无人机的发展史,
858,3,画法几何与建筑制图,
859,7,大学计算机基础Ⅱ（办公软件高级应用）,
860,9,摄影-影像造型与叙事,
861,20,设计行不行,
862,9,MOOCs制作与运营,
863,13,标的估值与价值分歧处理,
864,18,大学物理（先修课）-电磁学,
865,1,大学生创业基础,
866,13,神奇的普洱茶,
867,5,化学反应工程,
868,7,大学计算机基础理科,
869,14,普通生物学（先修课）植物和动物,
